VIDEO ID	INTRO VIDEO	INTRO COPY	DISPLAY AREA	INTRO LOGO	OUTRO COPY	OUTRO LOGO	MERCHANT 1 POST CODE	MERCHANT 1 NAME	MERCHANT 1 ADDRESS	MERCHANT 1 SUBURB	MERCHANT 1 VIDEO	MERCHANT 1 VIDEO URL	MERCHANT 1 INDUSTRY	MERCHANT 1 SUB-INDUSTRY	MERCHANT 2 POSTCODE	MERCHANT 2 NAME	MERCHANT 2 ADDRESS	MERCHANT 2 SUBURB	MERCHANT 2 VIDEO	MERCHANT 2 VIDEO URL	MERCHANT 2 INDUSTRY	MERCHANT 2 SUB-INDUSTRY	MERCHANT 3 POSTCODE	MERCHANT 3 NAME	MERCHANT 3 ADDRESS	MERCHANT 3 SUBURB	MERCHANT 3 VIDEO	MERCHANT 3 VIDEO URL	MERCHANT 3 INDUSTRY	MERCHANT 3 SUB-INDUSTRY	MERCHANT 4 POSTCODE	MERCHANT 4 NAME	MERCHANT 4 ADDRESS	MERCHANT 4 SUBURB	MERCHANT 4 VIDEO	MERCHANT 4 VIDEO URL	MERCHANT 4 INDUSTRY	MERCHANT 4 SUB-INDUSTRY	SOCIAL POST COPY	URL
1			BASS HILL				AU:2197	CHICKEN DEPOT	Shop 45 753 Hume Hwy	Bass Hill	Chicken	https://drive.google.com/uc?export=download&id=1QRfFjz7wbG5RECoVVQcBYF5wUCC6Zm0u	RETAIL	SPECIALITY RETAIL	2197	HUGHES CLOTHING	Shop 66 Bass Hill Plaza	Bass Hill	General Retail	https://drive.google.com/uc?export=download&id=1SsF_YuAYB67ogK0dAHuXdvSNhdjwdSDf	RETAIL	CLOTHING-MEN&WOMEN	2197	MINA BAY SEAFOOD	Shop 12 13 Bass Hill Plaza	Bass Hill	Burger	https://drive.google.com/uc?export=download&id=1fY6GZm2_RjZCdwqjPIChDssOU1agh7W0	RESTAURANT	FAST FOOD RESTAURANT	2197	SPRING FLORA	Shop 59 753 Hume Hwy	Bass Hill	Florists	https://drive.google.com/uc?export=download&id=11yHXE1ZPAHo21Fk0pJLQHTlOsMLl3jgP	RETAIL	FLORIST	Let's back the businesses at the heart of our community. Shop Small in-store and online now at amex.com.au/shopsmallnow #ShopSmall	amex.com.au/shopsmallnow
